experiment_id,experiment_name,material_type,material_batch,build_platform,build_date,operator,status,process_type,build_orientation,layer_height,print_speed,nozzle_temperature,bed_temperature,infill_percentage,infill_pattern,shell_count,support_enabled,print_time_hours,volume_mm3,surface_area_mm2,bounding_box_x,bounding_box_y,bounding_box_z,tensile_strength_mpa,yield_strength_mpa,elongation_percent,surface_roughness_um,porosity_percent,density_g_per_cm3,hardness_hb,defect_count,nist_benchmark,nist_dataset_ref,notes
NIST-AMB202201-0050,IN718 Z_vertical layer0.03mm AMB2022-01,IN718,NIST-IN718-202110-10,EOS M290,2021-10-12T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,1116.0,,123.9,100,solid,,True,5.61,5393.33,8181.49,172.89,19.75,3.51,946.91,733.19,43.42,11.56,0.395,8.1725,284.1,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0051,IN718 XY_0 layer0.03mm AMB2022-01,IN718,NIST-IN718-202009-11,SLM Solutions 125,2020-09-20T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,969.8,,188.0,100,solid,,False,5.52,7388.23,8344.34,168.66,19.05,5.11,1039.49,728.0,36.77,11.54,0.0235,8.1729,311.8,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0052,IN718 XY_0 layer0.04mm AMB2022-01,IN718,NIST-IN718-201905-12,EOS M290,2019-05-17T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,1081.0,,187.3,100,solid,,False,5.67,7999.64,8881.9,171.99,20.07,5.15,1004.05,751.27,26.15,13.66,0.2637,8.1906,301.2,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0053,IN718 Z_vertical layer0.02mm AMB2022-01,IN718,NIST-IN718-201909-13,EOS M290,2019-09-12T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.02,1182.7,,127.6,100,solid,,True,7.35,5690.93,8681.99,168.82,21.84,3.43,916.09,795.7,28.75,8.35,0.2072,8.215,274.8,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0054,IN718 XY_0 layer0.03mm AMB2022-01,IN718,NIST-IN718-202005-14,SLM Solutions 125,2020-05-26T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,1152.9,,132.3,100,solid,,False,2.5,8382.78,9159.38,168.52,21.34,5.18,1044.77,916.82,28.07,12.91,0.1969,8.209,313.4,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0055,IN718 XY_90 layer0.02mm AMB2022-01,IN718,NIST-IN718-202008-15,EOS M290,2020-08-06T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.02,1152.5,,124.1,100,solid,,False,2.48,7988.92,8862.91,168.73,20.51,5.13,997.13,832.25,20.54,11.76,0.3187,8.1879,299.1,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0056,IN718 XY_45 layer0.02mm AMB2022-01,IN718,NIST-IN718-201901-16,SLM Solutions 125,2019-01-12T00:00:00,NIST-Lab-B,failed,Laser Powder Bed Fusion (LPBF),XY_45,0.02,993.8,,84.6,100,solid,,False,3.18,5809.13,7891.3,174.96,18.04,4.09,,,,8.16,0.4645,8.2092,305.8,3,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0057,IN718 XY_90 layer0.03mm AMB2022-01,IN718,NIST-IN718-202108-17,SLM Solutions 125,2021-08-01T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.03,954.1,,123.5,100,solid,,False,3.34,4519.32,7317.29,165.81,18.41,3.29,996.85,843.11,43.59,15.16,0.3292,8.1995,299.1,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0058,IN718 XY_0 layer0.03mm AMB2022-01,IN718,NIST-IN718-201903-18,EOS M290,2019-03-18T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,945.0,,195.0,100,solid,,False,1.88,7645.13,8691.52,168.38,20.22,4.99,1027.77,727.08,30.14,12.79,0.0485,8.2034,308.3,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0059,IN718 XY_45 layer0.03mm AMB2022-01,IN718,NIST-IN718-201908-19,SLM Solutions 125,2019-08-04T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.03,1059.2,,172.1,100,solid,,False,5.4,7828.73,8740.11,174.15,19.36,5.16,1042.65,860.79,16.45,10.27,0.0499,8.2144,312.8,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202201-0060,IN718 XY_0 layer0.04mm AMB2022-01,IN718,NIST-IN718-201909-20,Concept Laser M2,2019-09-28T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,1109.5,,85.2,100,solid,,False,1.47,8102.67,8292.91,168.6,18.04,5.92,1048.34,758.85,30.42,12.9,0.1022,8.1749,314.5,0,AMB2022-01,doi:10.1007/s40192-024-00331-z,NIST AM Bench AMB2022-01 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0061,IN625 Z_vertical layer0.04mm AMB2022-04,IN625,NIST-IN625-202110-01,EOS M290,2021-10-04T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.04,824.6,,81.3,100,solid,,True,7.93,8628.93,9193.45,170.04,21.0,5.37,849.5,625.76,17.27,12.92,0.1576,8.4186,254.8,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0062,IN625 XY_0 layer0.03mm AMB2022-04,IN625,NIST-IN625-202206-02,Renishaw AM400,2022-06-21T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,940.1,,98.5,100,solid,,False,7.18,7145.81,8385.66,173.64,18.74,4.88,852.24,625.58,43.77,14.32,0.1847,8.4015,255.7,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0063,IN625 XY_45 layer0.03mm AMB2022-04,IN625,NIST-IN625-202102-03,EOS M290,2021-02-13T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.03,937.5,,119.0,100,solid,,False,3.76,7699.69,8835.79,166.94,20.96,4.89,882.79,699.2,25.22,12.64,0.0217,8.4223,264.8,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0064,IN625 XY_0 layer0.03mm AMB2022-04,IN625,NIST-IN625-201810-04,EOS M290,2018-10-24T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,904.0,,113.4,100,solid,,False,5.31,8311.77,8863.91,171.6,19.75,5.45,882.43,656.55,37.9,17.74,0.066,8.431,264.7,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0065,IN625 XY_45 layer0.02mm AMB2022-04,IN625,NIST-IN625-202109-05,Renishaw AM400,2021-09-06T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.02,847.8,,124.5,100,solid,,False,4.85,5772.86,8530.48,174.51,20.42,3.6,827.71,649.96,23.32,20.0,0.0717,8.4094,248.3,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0066,IN625 XY_90 layer0.04mm AMB2022-04,IN625,NIST-IN625-202211-06,EOS M290,2022-11-16T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.04,822.5,,120.3,100,solid,,False,7.48,6833.48,7953.13,166.03,18.44,4.96,870.57,681.77,42.47,18.37,0.1717,8.43,261.2,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0067,IN625 Z_vertical layer0.03mm AMB2022-04,IN625,NIST-IN625-201906-07,Renishaw AM400,2019-06-01T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,899.6,,87.3,100,solid,,True,2.78,5513.58,7609.94,168.81,18.1,4.01,845.22,673.92,25.21,14.72,0.0482,8.4268,253.6,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0068,IN625 XY_45 layer0.03mm AMB2022-04,IN625,NIST-IN625-202202-08,Renishaw AM400,2022-02-27T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.03,814.7,,118.3,100,solid,,False,4.94,7802.79,9053.41,169.12,21.36,4.8,836.55,592.21,20.16,11.62,0.0143,8.4395,251.0,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0069,IN625 XY_90 layer0.03mm AMB2022-04,IN625,NIST-IN625-202206-09,Renishaw AM400,2022-06-01T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.03,952.6,,85.4,100,solid,,False,6.56,9199.39,9150.49,169.11,20.42,5.92,872.67,624.5,23.33,11.18,0.1814,8.4199,261.8,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0070,IN625 Z_vertical layer0.02mm AMB2022-04,IN625,NIST-IN625-202010-10,EOS M290,2020-10-08T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.02,1091.7,,139.6,100,solid,,True,1.82,8176.62,8964.32,172.59,20.13,5.23,815.53,690.95,36.4,19.88,0.039,8.4057,244.7,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0071,IN625 XY_0 layer0.04mm AMB2022-04,IN625,NIST-IN625-202208-11,Renishaw AM400,2022-08-20T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,911.8,,125.0,100,solid,,False,7.41,6719.74,7887.87,166.49,18.23,4.92,888.86,707.85,20.57,15.96,0.1687,8.405,266.7,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0072,IN625 XY_90 layer0.03mm AMB2022-04,IN625,NIST-IN625-202104-12,Renishaw AM400,2021-04-08T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.03,823.7,,129.5,100,solid,,False,1.71,5062.27,7889.99,170.05,19.4,3.41,850.04,720.25,31.14,18.85,0.2659,8.4038,255.0,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0073,IN625 XY_0 layer0.04mm AMB2022-04,IN625,NIST-IN625-202209-13,Renishaw AM400,2022-09-08T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,967.0,,147.9,100,solid,,False,2.9,5070.26,7421.44,166.89,18.1,3.73,893.58,642.65,44.23,17.21,0.1879,8.4038,268.1,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0074,IN625 XY_90 layer0.04mm AMB2022-04,IN625,NIST-IN625-201805-14,Renishaw AM400,2018-05-31T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.04,867.4,,121.4,100,solid,,False,7.95,5687.35,8323.89,168.96,20.55,3.64,876.55,747.1,17.95,14.14,0.1741,8.4003,263.0,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0075,IN625 XY_0 layer0.02mm AMB2022-04,IN625,NIST-IN625-202107-15,Renishaw AM400,2021-07-10T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.02,889.6,,135.9,100,solid,,False,4.04,4796.42,8069.96,165.58,20.9,3.08,869.99,746.09,37.16,11.19,0.2179,8.423,261.0,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0076,IN625 XY_0 layer0.03mm AMB2022-04,IN625,NIST-IN625-202104-16,EOS M290,2021-04-09T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,834.9,,141.9,100,solid,,False,1.71,8355.29,8865.16,165.99,20.6,5.43,836.95,664.64,28.9,11.78,0.1757,8.4386,251.1,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0077,IN625 XY_45 layer0.03mm AMB2022-04,IN625,NIST-IN625-201905-17,EOS M290,2019-05-24T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.03,1077.7,,87.0,100,solid,,False,6.34,5593.96,8092.84,165.26,20.33,3.7,883.21,645.27,26.36,13.35,0.0721,8.4269,265.0,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0078,IN625 Z_vertical layer0.03mm AMB2022-04,IN625,NIST-IN625-201907-18,Renishaw AM400,2019-07-15T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,889.0,,134.7,100,solid,,True,2.12,5239.87,8648.09,171.2,21.73,3.13,787.4,596.02,22.26,15.04,0.0638,8.4029,236.2,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0079,IN625 XY_0 layer0.04mm AMB2022-04,IN625,NIST-IN625-202005-19,Renishaw AM400,2020-05-23T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,929.3,,84.6,100,solid,,False,2.62,8132.14,8593.85,169.02,19.23,5.56,854.44,647.07,23.52,11.46,0.0924,8.4221,256.3,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202204-0080,IN625 XY_45 layer0.04mm AMB2022-04,IN625,NIST-IN625-202209-20,EOS M290,2022-09-04T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.04,1088.6,,113.1,100,solid,,False,4.82,4700.01,8050.1,170.56,20.21,3.03,862.97,634.44,37.35,17.65,0.0468,8.4254,258.9,0,AMB2022-04,doi:10.1007/s40192-024-00351-9,NIST AM Bench AMB2022-04 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0081,Ti6Al4V XY_45 layer0.05mm AMB2025-03,Ti6Al4V,NIST-Ti64-202109-01,Concept Laser M2,2021-09-09T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.05,1317.4,,149.6,100,solid,,False,2.38,6362.24,7893.88,168.32,18.38,4.57,1136.52,894.67,41.83,21.77,0.3077,4.4273,341.0,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0082,Ti6Al4V XY_0 layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-201903-02,EOS M290,2019-03-30T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,1251.3,,141.3,100,solid,,False,6.82,8298.01,8994.05,173.83,19.94,5.32,1062.66,745.93,32.22,15.07,0.1639,4.4125,318.8,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0083,Ti6Al4V Z_vertical layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-202109-03,Concept Laser M2,2021-09-18T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,1219.0,,153.3,100,solid,,True,1.26,7822.33,8393.91,169.83,18.61,5.5,1041.76,867.48,26.27,20.93,0.3525,4.4178,312.5,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0084,Ti6Al4V XY_90 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-202109-04,Concept Laser M2,2021-09-20T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.04,1367.2,,134.5,100,solid,,False,2.02,4816.78,8022.88,172.08,19.81,3.14,1134.33,939.35,41.42,14.51,0.2006,4.4297,340.3,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0085,Ti6Al4V XY_90 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-202212-05,Concept Laser M2,2022-12-18T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.04,1220.6,,154.0,100,solid,,False,6.32,8351.93,9098.88,170.53,20.81,5.23,1091.26,928.34,16.8,17.32,0.121,4.4294,327.4,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0086,Ti6Al4V XY_0 layer0.05mm AMB2025-03,Ti6Al4V,NIST-Ti64-201810-06,EOS M290,2018-10-21T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.05,1023.6,,106.0,100,solid,,False,5.82,5902.03,8401.96,168.92,20.65,3.76,1109.33,845.54,17.28,19.63,0.0346,4.4213,332.8,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0087,Ti6Al4V XY_90 layer0.05mm AMB2025-03,Ti6Al4V,NIST-Ti64-202104-07,Concept Laser M2,2021-04-20T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),XY_90,0.05,1183.0,,137.5,100,solid,,False,5.95,6907.96,8191.87,166.83,19.21,4.79,1062.13,931.42,17.52,16.62,0.1368,4.4202,318.6,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_90. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0088,Ti6Al4V XY_45 layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-201808-08,Concept Laser M2,2018-08-17T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.03,1094.6,,166.8,100,solid,,False,2.42,8107.76,9223.4,167.63,21.98,4.89,1115.07,934.76,31.31,17.3,0.2621,4.4163,334.5,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0089,Ti6Al4V Z_vertical layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-202212-09,EOS M290,2022-12-11T00:00:00,NIST-Lab-C,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,1342.4,,184.4,100,solid,,True,5.1,5383.08,8056.5,165.1,20.41,3.55,1059.19,926.16,25.31,18.01,0.1848,4.4212,317.8,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0090,Ti6Al4V Z_vertical layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-202106-10,EOS M290,2021-06-15T00:00:00,NIST-Lab-C,failed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,1008.9,,152.0,100,solid,,True,5.01,7247.3,9171.36,173.88,21.54,4.3,,,,20.02,0.3948,4.4239,318.3,2,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0091,Ti6Al4V XY_0 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-201912-11,Concept Laser M2,2019-12-26T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,1394.4,,185.8,100,solid,,False,1.87,4767.54,7793.03,165.77,19.91,3.21,1103.34,785.85,39.89,20.7,0.3153,4.4163,331.0,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0092,Ti6Al4V XY_45 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-202208-12,EOS M290,2022-08-09T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.04,1395.3,,134.0,100,solid,,False,5.84,6646.24,8833.84,168.52,21.64,4.05,1061.48,932.33,19.19,18.31,0.0789,4.4177,318.4,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0093,Ti6Al4V XY_45 layer0.05mm AMB2025-03,Ti6Al4V,NIST-Ti64-202303-13,EOS M290,2023-03-09T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.05,1333.8,,196.4,100,solid,,False,3.65,6499.9,8512.71,169.63,20.42,4.17,1082.56,759.0,19.2,16.54,0.1174,4.411,324.8,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0094,Ti6Al4V XY_45 layer0.05mm AMB2025-03,Ti6Al4V,NIST-Ti64-202101-14,EOS M290,2021-01-27T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_45,0.05,1294.1,,192.5,100,solid,,False,1.83,7996.8,9011.34,171.76,20.61,5.02,1109.57,910.99,19.78,20.67,0.0355,4.4156,332.9,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_45. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0095,Ti6Al4V XY_0 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-202208-15,EOS M290,2022-08-25T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,1148.0,,105.9,100,solid,,False,5.12,7936.78,8964.49,167.77,21.11,4.98,1122.15,942.62,39.78,13.03,0.2962,4.4151,336.6,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0096,Ti6Al4V XY_0 layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-201804-16,EOS M290,2018-04-03T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.03,1248.6,,128.8,100,solid,,False,7.2,6757.69,9093.6,174.73,21.54,3.99,1076.57,923.96,29.86,19.32,0.1913,4.417,323.0,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0097,Ti6Al4V XY_0 layer0.04mm AMB2025-03,Ti6Al4V,NIST-Ti64-202212-17,EOS M290,2022-12-28T00:00:00,NIST-Lab-A,completed,Laser Powder Bed Fusion (LPBF),XY_0,0.04,1363.2,,192.4,100,solid,,False,5.05,7545.89,8954.21,171.4,20.86,4.69,1103.07,937.3,35.7,17.07,0.0885,4.4297,330.9,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: XY_0. Process: Laser Powder Bed Fusion (LPBF).
NIST-AMB202503-0098,Ti6Al4V Z_vertical layer0.03mm AMB2025-03,Ti6Al4V,NIST-Ti64-201811-18,EOS M290,2018-11-06T00:00:00,NIST-Lab-B,completed,Laser Powder Bed Fusion (LPBF),Z_vertical,0.03,1331.3,,126.3,100,solid,,True,7.69,5681.66,7836.81,173.86,18.11,4.01,1038.72,740.56,26.75,20.99,0.2152,4.418,311.6,0,AMB2025-03,doi:10.6028/NIST.AMS.100-69,NIST AM Bench AMB2025-03 inspired record. Orientation: Z_vertical. Process: Laser Powder Bed Fusion (LPBF).
